"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010042","response to manganese ion","8/1012","22/18614",1.19814721783125e-05,5.06828410668706e-05,2.2741890980543e-05,"APP/TH/TSPO/SOD2/EIF2S1/PTGS2/HSPA5/BACE1",8
"BP","GO:0035739","CD4-positive, alpha-beta T cell proliferation","8/1012","22/18614",1.19814721783125e-05,5.06828410668706e-05,2.2741890980543e-05,"IL2/CD28/CD274/FOXP3/IL2RA/LGALS9/CD81/ITCH",8
"BP","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","8/1012","22/18614",1.19814721783125e-05,5.06828410668706e-05,2.2741890980543e-05,"IL2/IL4/FOXP3/RUNX1/ANXA1/TBX21/HMGB1/BCL6",8
"BP","GO:2000310","regulation of NMDA receptor activity","8/1012","22/18614",1.19814721783125e-05,5.06828410668706e-05,2.2741890980543e-05,"APP/IFNG/CCL2/CRH/PINK1/RELN/OPRM1/IFNGR2",8
"BP","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","8/1012","22/18614",1.19814721783125e-05,5.06828410668706e-05,2.2741890980543e-05,"IL2/CD28/CD274/FOXP3/IL2RA/LGALS9/CD81/ITCH",8
"BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","15/1012","76/18614",1.20905443644471e-05,5.11072468218059e-05,2.29323260312837e-05,"MAPT/TNF/PYCARD/SNCA/PPARG/S100A8/S100A9/CASP8/NOD1/RACK1/AIFM1/F3/PMAIP1/SMAD3/BAK1",15
"BP","GO:0008643","carbohydrate transport","23/1012","156/18614",1.22535949015324e-05,5.17590432040162e-05,2.32247935006227e-05,"INS/IL1B/TNF/LEP/SLC17A5/NFE2L2/ADIPOQ/C3/GH1/IGF1/PIK3R1/FGF21/PTH/ACE/MAPK14/EDN1/GIP/AKT1/OCLN/SLC1A2/BRAF/SLC5A2/SLC2A1",23
"BP","GO:0042982","amyloid precursor protein metabolic process","17/1012","95/18614",1.28075051265083e-05,5.40596931188211e-05,2.42571178227312e-05,"TNF/APOE/MIR17/IFNG/IGF1/ADAM17/TMED10/MIR20A/CASP3/MIR29A/AGER/MIR31/BACE1/PRNP/ADAM10/KLK6/ACHE",17
"BP","GO:0051785","positive regulation of nuclear division","13/1012","59/18614",1.31410368954496e-05,5.53875282558029e-05,2.48529305532277e-05,"INS/IL1B/TNF/CD28/IGF1/IL1A/EREG/EDN1/TGFA/SPHK1/AURKA/PDGFRB/RB1",13
"BP","GO:0051898","negative regulation of protein kinase B signaling","13/1012","59/18614",1.31410368954496e-05,5.53875282558029e-05,2.48529305532277e-05,"ARRB2/SIRT1/MIR200C/MIR145/MIR20A/MIR34A/MIR29A/MIR451A/RACK1/MIR146A/BANK1/DDIT3/PPARA",13
"BP","GO:0010907","positive regulation of glucose metabolic process","11/1012","43/18614",1.33968740152748e-05,5.63439751750336e-05,2.52820977251533e-05,"INS/GPT/IGF1/SIRT1/FOXO1/PTH/GCG/SRC/AKT1/PMAIP1/PPARA",11
"BP","GO:0033574","response to testosterone","11/1012","43/18614",1.33968740152748e-05,5.63439751750336e-05,2.52820977251533e-05,"EPO/TSPO/SIRT1/TBXA2R/EDN1/NCF1/AVP/SPP1/MSN/HOXD13/AR",11
"BP","GO:0051150","regulation of smooth muscle cell differentiation","11/1012","43/18614",1.33968740152748e-05,5.63439751750336e-05,2.52820977251533e-05,"KIT/MIR21/SIRT1/SOD2/EREG/MIR145/MIR424/MIR34A/ENG/MIR221/DNMT1",11
"BP","GO:0010976","positive regulation of neuron projection development","23/1012","157/18614",1.36322797125249e-05,5.72928161031062e-05,2.57078520137819e-05,"VEGFA/EPO/AGT/APOE/RET/EP300/BDNF/NFE2L2/HGF/RELN/NRP1/S100A9/TMEM106B/TWF1/MIR200C/CX3CL1/MUSK/RGS2/HSPA5/MIR221/GRN/RAPGEF1/BRAF",23
"BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","16/1012","86/18614",1.37523745827329e-05,5.7714559806645e-05,2.5897092575789e-05,"TNF/TNFRSF1A/NF1/FGB/ICAM1/PIK3R1/HGF/ATF3/GPX1/SERPINE1/CASP8/NGF/GABARAP/LGALS3/MIR221/PMAIP1",16
"BP","GO:1900182","positive regulation of protein localization to nucleus","16/1012","86/18614",1.37523745827329e-05,5.7714559806645e-05,2.5897092575789e-05,"INS/LEP/IFNG/TGFB1/PIK3R1/PARP1/F2/TARDBP/MAPK14/CDK1/SRC/AKT1/PTGS2/YAP1/SMAD3/TRIM28",16
"BP","GO:0010662","regulation of striated muscle cell apoptotic process","12/1012","51/18614",1.38266685095452e-05,5.79431570658074e-05,2.59996664220235e-05,"AGT/MIR17/NFE2L2/MIR195/MIR21/SMAD4/MIR145/MIR20A/MIR34A/CXCR2/MIR320A/TP53",12
"BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","12/1012","51/18614",1.38266685095452e-05,5.79431570658074e-05,2.59996664220235e-05,"TNF/PYCARD/AGT/NF1/RET/ATF3/TRAF2/PTPRC/CAV1/AGTR2/TNFSF10/PMAIP1",12
"BP","GO:0071333","cellular response to glucose stimulus","21/1012","136/18614",1.41202294275425e-05,5.91309894222158e-05,2.65326585231758e-05,"TH/GAS6/HIF1A/PTPRN/TREM2/SMAD4/FGF21/GPX1/ADRA2A/ACE/GCG/MIR320A/HLA-DRB1/AQP4/RACK1/ABCC8/AGER/MIR146A/NCF1/SRI/PTPRN2",21
"BP","GO:0016445","somatic diversification of immunoglobulins","14/1012","68/18614",1.41409613868473e-05,5.91330903201066e-05,2.65336012167934e-05,"IL2/IL10/CD28/IL4/TGFB1/CD40LG/PTPRC/FOXP3/TBX21/CCR6/AICDA/BCL6/NBN/PRKDC",14
"BP","GO:0061180","mammary gland epithelium development","14/1012","68/18614",1.41409613868473e-05,5.91330903201066e-05,2.65336012167934e-05,"CSF1/HIF1A/WNT3/CCL11/GPX1/TNFSF11/FGF2/SRC/AKT1/AREG/PGR/VDR/CSF1R/AR",14
"BP","GO:0045667","regulation of osteoblast differentiation","22/1012","147/18614",1.47899870451981e-05,6.18029051223932e-05,2.77315734672388e-05,"IL6/TNF/MIR17/CTNNB1/MIR21/IGF1/HGF/PPARG/MIR200C/MIR20A/FGF2/PTK2/NOTCH1/IL6R/AREG/YAP1/SMAD3/ACVR1/BMPR2/TWIST1/CTHRC1/NOCT",22
"BP","GO:0003206","cardiac chamber morphogenesis","20/1012","126/18614",1.48075558685301e-05,6.18321225767337e-05,2.77446836273512e-05,"TGFB1/RBP4/HIF1A/ZFPM1/TNNC1/SMAD4/TNNT2/NRP1/NRP2/TEK/NOTCH1/TNNI3/ENG/TP53/MDM2/HEY1/CHD7/RYR2/ACVR1/BMPR2",20
"BP","GO:0090025","regulation of monocyte chemotaxis","9/1012","29/18614",1.49325428015774e-05,6.23095254946619e-05,2.7958899028161e-05,"CXCL10/AIF1/CCL5/SERPINE1/CX3CR1/CXCL12/CCL1/HMGB1/PLA2G7",9
"BP","GO:0030224","monocyte differentiation","10/1012","36/18614",1.50080620307048e-05,6.249083378312e-05,2.8040253846541e-05,"CD4/VEGFA/CSF2/CSF1/PPARG/CD74/HLA-DRB1/CSF1R/APCS/IFI16",10
"BP","GO:0051930","regulation of sensory perception of pain","10/1012","36/18614",1.50080620307048e-05,6.249083378312e-05,2.8040253846541e-05,"IL10/IL1A/CCL3/EDN1/TAFA4/IL33/OPRM1/VIP/OXT/SLC9A1",10
"BP","GO:0051931","regulation of sensory perception","10/1012","36/18614",1.50080620307048e-05,6.249083378312e-05,2.8040253846541e-05,"IL10/IL1A/CCL3/EDN1/TAFA4/IL33/OPRM1/VIP/OXT/SLC9A1",10
"BP","GO:0034765","regulation of monoatomic ion transmembrane transport","49/1012","478/18614",1.51827446276314e-05,6.31731851196679e-05,2.83464316254411e-05,"EPO/CD19/SNCA/IFNG/CXCL10/CCL2/G6PD/MIR21/MMP9/TREM2/ADRB2/PINK1/RELN/CXCL9/ADRA2A/IL13/F2/VDAC1/MIR200C/EDN1/THY1/RAMP3/CX3CL1/ITGB1/CXCL11/SUMO1/ABCC8/TPCN2/CAV1/SRI/PKD2/PRNP/TLR9/GSTO1/TMEM37/CHD7/YWHAQ/KCNRG/SLC9A1/GRIN1/RYR2/P2RX7/BAK1/TWIST1/UTRN/CYBB/NPPA/IFNGR2/STAC3",49
"BP","GO:0046579","positive regulation of Ras protein signal transduction","13/1012","60/18614",1.59492622200891e-05,6.62211554961939e-05,2.97140860141015e-05,"EPO/CSF1/KITLG/KRAS/COL3A1/IGF1/APOA1/F11R/NGF/SRC/NOTCH1/F2RL1/PDGFRB",13
"BP","GO:1903078","positive regulation of protein localization to plasma membrane","13/1012","60/18614",1.59492622200891e-05,6.62211554961939e-05,2.97140860141015e-05,"TNF/IFNG/EGFR/SQSTM1/PIK3R1/TREM2/RAMP3/ITGB1/AKT1/RACK1/LGALS3/PRNP/STAC3",13
"BP","GO:1903670","regulation of sprouting angiogenesis","13/1012","60/18614",1.59492622200891e-05,6.62211554961939e-05,2.97140860141015e-05,"IL10/VEGFA/MIR17/MIR20A/MIR34A/FGF2/MIR126/JAK1/ALOX5/MIR31/TJP1/S100A1/MIR221",13
"BP","GO:0010507","negative regulation of autophagy","16/1012","87/18614",1.60125245949534e-05,6.63895168667359e-05,2.97896314226382e-05,"IL10/LEP/SNCA/PTPN22/TSPO/HGF/MTOR/TREM2/PINK1/RNF41/STAT3/AKT1/MIRLET7B/TP53/RUBCN/VHL",16
"BP","GO:0046889","positive regulation of lipid biosynthetic process","16/1012","87/18614",1.60125245949534e-05,6.63895168667359e-05,2.97896314226382e-05,"INS/IL1B/TNF/APOE/IFNG/POR/SIRT3/MTOR/IL1A/CD74/NR1H2/AKT1/ANXA1/AVP/PTGS2/PPARA",16
"BP","GO:0055001","muscle cell development","26/1012","192/18614",1.61948336847413e-05,6.70978013614441e-05,3.01074456655417e-05,"VEGFA/AGT/MIR195/G6PD/ACTA1/IGF1/MTOR/LMNA/SMAD4/TNNT2/GPX1/EDN1/CDK1/SDC1/ITGB1/NOTCH1/UCHL1/ENG/RGS2/PDGFRA/HAMP/TNNT1/HDAC9/PPARA/PDGFRB/STAC3",26
"BP","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"ACE2/REN/ACE/AGTR2/F2RL1/ENPEP/CTSG",7
"BP","GO:0030889","negative regulation of B cell proliferation","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"IL10/CTLA4/TNFRSF13B/CASP3/BTK/ATM/FCGR2B",7
"BP","GO:0034112","positive regulation of homotypic cell-cell adhesion","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"IL6/TNFSF11/CCL5/F11R/JAK1/PLAUR/CTSG",7
"BP","GO:0034138","toll-like receptor 3 signaling pathway","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"TNF/PTPN22/HAVCR2/CAV1/F2RL1/OAS1/PELI1",7
"BP","GO:0036005","response to macrophage colony-stimulating factor","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"TLR4/TNF/CSF1/TLR2/TREM2/SPP1/CSF1R",7
"BP","GO:0045019","negative regulation of nitric oxide biosynthetic process","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"IL10/TSPO/PTGIS/MIR132/CD34/CAV1/GLA",7
"BP","GO:0072224","metanephric glomerulus development","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"RET/ADIPOQ/EGR1/CD34/PDGFRA/AGTR2/PDGFRB",7
"BP","GO:0090399","replicative senescence","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"MIR21/CDKN2A/SERPINE1/MME/ATM/TP53/CDKN1A",7
"BP","GO:1903236","regulation of leukocyte tethering or rolling","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"SELE/SELP/ELANE/CCL21/CXCL12/GP1BA/CCL28",7
"BP","GO:1904406","negative regulation of nitric oxide metabolic process","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"IL10/TSPO/PTGIS/MIR132/CD34/CAV1/GLA",7
"BP","GO:1905288","vascular associated smooth muscle cell apoptotic process","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"MIR17/MIR21/IGF1/PPARG/MFN2/SOD2/DNMT1",7
"BP","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","7/1012","17/18614",1.65270894375717e-05,6.789695351514e-05,3.04660331238145e-05,"MIR17/MIR21/IGF1/PPARG/MFN2/SOD2/DNMT1",7
"BP","GO:0072594","establishment of protein localization to organelle","47/1012","453/18614",1.65662114060233e-05,6.80098819379298e-05,3.05167052216218e-05,"MAPT/LEP/AGT/TNPO1/IFNG/NF1/TGFB1/SQSTM1/TSPO/TOMM22/PIK3C3/PIK3R1/LMNA/PINK1/MFN2/ANGPT1/GZMB/VPS37C/PEX3/PEX5L/PEX14/TARDBP/MAPK14/STAT3/CDK1/AKT1/NOTCH1/MMP12/GNPTAB/IL33/SUMO1/LAMP1/TP53/NPEPPS/PTGS2/HSPA5/CDKN1A/AIFM1/SYK/AP3B1/SPCS1/RYR2/DDIT3/SMAD3/TRIM28/TRIM37/STAM",47
"BP","GO:0010639","negative regulation of organelle organization","40/1012","362/18614",1.65886591937338e-05,6.80542467695211e-05,3.05366121593976e-05,"MAPT/MAP2/SNCA/ARRB2/CDH5/MIR21/TSPO/IGF1/PIK3R1/HGF/PARP1/LMNA/PPARG/SMAD4/PINK1/GPX1/RTEL1/SVIL/IAPP/TWF1/MIR20A/RNF41/F11R/SRC/AKT1/ATM/TP53/AVP/TUBB4A/YAP1/STMN1/TJP1/SPDL1/HNRNPC/CDC20/BAK1/TRIM37/EXOSC10/NBN/IK",40
"BP","GO:0032835","glomerulus development","14/1012","69/18614",1.68629977519471e-05,6.91311955525124e-05,3.1019849706837e-05,"RET/ADIPOQ/ANGPT2/EGR1/ANGPT1/PECAM1/CD34/TEK/NOTCH1/IL6R/PDGFRA/AGTR2/ENPEP/PDGFRB",14
"BP","GO:0043620","regulation of DNA-templated transcription in response to stress","11/1012","44/18614",1.69914811488386e-05,6.9511685651582e-05,3.1190579369383e-05,"VEGFA/NFE2L2/HIF1A/ATF3/EGR1/MUC1/TP53/TCIM/HSPA5/DDIT3/VHL",11
"BP","GO:0051602","response to electrical stimulus","11/1012","44/18614",1.69914811488386e-05,6.9511685651582e-05,3.1190579369383e-05,"EPO/TH/MMP2/AIF1/SOD2/SRC/TRIM63/CD14/OXT/SLC9A1/P2RX7",11
"BP","GO:0051955","regulation of amino acid transport","11/1012","44/18614",1.69914811488386e-05,6.9511685651582e-05,3.1190579369383e-05,"TNF/LEP/SNCA/ACE2/AGT/ITGB1/AVP/RGS2/HTR1B/P2RX7/KMO",11
"BP","GO:0034109","homotypic cell-cell adhesion","17/1012","97/18614",1.70338243915207e-05,6.96361799949862e-05,3.12464412099151e-05,"IL6/FGB/TYRO3/DSC2/TNFSF11/DSG2/CCL5/F11R/SLC7A11/JAK1/PLAUR/PLEK/PDGFRA/CD9/SYK/GP1BA/CTSG",17
"BP","GO:1902075","cellular response to salt","27/1012","204/18614",1.70821475328163e-05,6.97817720729141e-05,3.13117698121436e-05,"LEP/CHRM3/FABP4/FOS/JUNB/EGR1/AIF1/EDN1/AOC1/SOD1/ITPKC/PTGS2/HSPA5/PKD2/OPRM1/TLR9/SLC1A2/FOSB/B2M/BRAF/P2RX7/TAF1/TGM2/ACHE/CHRM2/P2RY1/P2RY2",27
"BP","GO:2000677","regulation of transcription regulatory region DNA binding","12/1012","52/18614",1.70933112569985e-05,6.97817720729141e-05,3.13117698121436e-05,"IFNG/CTNNB1/EP300/TGFB1/IGF1/PARP1/SRI/HEY1/DDIT3/TAF1/TWIST1/RB1",12
"BP","GO:0022600","digestive system process","18/1012","107/18614",1.74100734786344e-05,7.10253241842964e-05,3.18697639172564e-05,"TLR4/LEP/CHRM3/IL17A/RBP4/ADRA2A/HRH2/TFF3/EPB41/APOA1/APOA2/NOD2/F11R/NR1H2/HAMP/TLR9/VDR/OXT",18
"BP","GO:0019430","removal of superoxide radicals","8/1012","23/18614",1.74979963409755e-05,7.13342305504482e-05,3.20083732523754e-05,"NFE2L2/MIR21/SOD2/MPO/CCS/FANCC/SOD1/GCH1",8
"BP","GO:0002674","negative regulation of acute inflammatory response","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"INS/NLRP3/IL4/GSTP1/FCGR2B/APCS",6
"BP","GO:0044650","adhesion of symbiont to host cell","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"ACE2/DPP4/GAS6/ICAM1/SFTPD/CD81",6
"BP","GO:0061517","macrophage proliferation","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"CSF1/TREM2/CX3CL1/PTK2/IL33/CSF1R",6
"BP","GO:0070586","cell-cell adhesion involved in gastrulation","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"IL10/IL1RN/ADIPOQ/APOA1/MBP/MIR221",6
"BP","GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"TLR4/CD68/TREM2/TLR6/AKT1/MIR146A",6
"BP","GO:1903977","positive regulation of glial cell migration","6/1012","12/18614",1.77129234037739e-05,7.19095487628209e-05,3.22665242121378e-05,"CSF1/TREM2/CCL3/CX3CR1/CX3CL1/MIR221",6
"BP","GO:0071331","cellular response to hexose stimulus","21/1012","138/18614",1.77402723852689e-05,7.19705984484954e-05,3.22939178086052e-05,"TH/GAS6/HIF1A/PTPRN/TREM2/SMAD4/FGF21/GPX1/ADRA2A/ACE/GCG/MIR320A/HLA-DRB1/AQP4/RACK1/ABCC8/AGER/MIR146A/NCF1/SRI/PTPRN2",21
"BP","GO:0008286","insulin receptor signaling pathway","20/1012","128/18614",1.87902253715781e-05,7.61772937047475e-05,3.4181503486366e-05,"INS/IL1B/LEP/AGT/MIR195/PIK3R1/SIRT1/PIK3C2A/FOXO1/RARRES2/SOCS3/SRC/AKT1/IDE/BCAR1/INSRR/SHC1/HRAS/SOCS1/LONP1",20
"BP","GO:0035306","positive regulation of dephosphorylation","13/1012","61/18614",1.92705403524358e-05,7.80703942483298e-05,3.50309563834629e-05,"IFNG/TGFB1/CDH5/MTOR/PINK1/PTPRC/SRC/ITGA2/PLEK/AGTR2/SMAD3/RIPK3/PDGFRB",13
"BP","GO:0071312","cellular response to alkaloid","10/1012","37/18614",1.9570656353992e-05,7.92313414442087e-05,3.55518848477534e-05,"TH/DDC/AIF1/CASP3/OPRM1/HTR1B/SLC1A2/RYR2/TGM2/CASP7",10
"BP","GO:0007586","digestion","21/1012","139/18614",1.98462960029493e-05,8.02916584313089e-05,3.60276595442357e-05,"TLR4/LEP/CHRM3/IL17A/RBP4/ADRA2A/HRH2/TFF3/EPB41/APOA1/APOA2/NOD2/F11R/NR1H2/CCK/HAMP/TLR9/CHIA/VDR/OXT/UCN3",21
"BP","GO:0042445","hormone metabolic process","30/1012","241/18614",2.00372808525974e-05,8.10082599338065e-05,3.63492057106156e-05,"TG/TPO/LEP/ACE2/REN/NFKB1/DPP4/CTSL/RBP4/HIF1A/POR/TSPO/EGR1/FURIN/HSD3B2/FOXE1/ACE/MME/IDE/PDGFRA/PCSK1/PCSK2/SPP1/ENPEP/ADAM10/KLK6/SLC30A8/PLA2G7/HSD17B10/CTSG",30
"BP","GO:0071480","cellular response to gamma radiation","9/1012","30/18614",2.03076691929768e-05,8.20446676587023e-05,3.6814252085184e-05,"MIR21/EGR1/ATM/TP53/MDM2/YAP1/HSPA5/CDKN1A/HRAS",9
"BP","GO:0006633","fatty acid biosynthetic process","23/1012","161/18614",2.06616531278489e-05,8.34171437744509e-05,3.74300956634193e-05,"IL1B/GPX4/ACACA/PRKAB1/SIRT1/ABCD3/PTGIS/CD74/EDN1/GIP/MIR132/NR1H2/ALOX5/ANXA1/MIF/AVP/PTGS2/HPGDS/GSTP1/GSTM1/SCD/PLA2G10/TECR",23
"BP","GO:0010659","cardiac muscle cell apoptotic process","12/1012","53/18614",2.10131692364533e-05,8.46609147872542e-05,3.798818799176e-05,"AGT/MIR17/NFE2L2/MIR195/MIR21/SMAD4/MIR145/MIR20A/MIR34A/CXCR2/MIR320A/TP53",12
"BP","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","12/1012","53/18614",2.10131692364533e-05,8.46609147872542e-05,3.798818799176e-05,"CXCL8/SNCA/ARRB2/ADA/ADRB2/CCL5/PLEK/RGS2/STMN1/OPRM1/HTR1B/SAG",12
"BP","GO:0050873","brown fat cell differentiation","12/1012","53/18614",2.10131692364533e-05,8.46609147872542e-05,3.798818799176e-05,"INS/LEP/ADRB1/ADIPOQ/MB/SIRT1/FABP4/ADRB2/MAPK14/ADRB3/RGS2/PTGS2",12
"BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","11/1012","45/18614",2.13925719659403e-05,8.61301485625943e-05,3.86474476867647e-05,"INS/NFE2L2/HIF1A/PARP1/SIRT1/TREM2/PINK1/SOD2/GPX1/AKT1/SOD1",11
"BP","GO:0046394","carboxylic acid biosynthetic process","37/1012","328/18614",2.16647933467764e-05,8.71661265693428e-05,3.91123012425594e-05,"IL1B/PYCARD/IDO1/GPX4/ACACA/PRKAB1/SIRT1/GGT1/CASP1/GAD2/ASS1/PAH/ABCD3/PTGIS/GAD1/CD74/MTHFR/EDN1/GIP/MIR132/NR1H2/ALOX5/ANXA1/MIF/AVP/PTGS2/SYK/HPGDS/GSTP1/GSTM1/HAAO/SCD/PLA2G10/PSAT1/TECR/HSD17B10/KMO",37
"BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","21/1012","140/18614",2.21743198614371e-05,8.90935215876022e-05,3.99771424088994e-05,"ADRB1/CXCL10/ADRB2/CXCL9/ADRA2A/PTH/IAPP/TSHR/PF4/TBXA2R/GCG/GIP/RAMP3/CALCA/GPHA2/ADRB3/CXCL11/OPRM1/PTGIR/VIP/UCN3",21
"BP","GO:0043271","negative regulation of monoatomic ion transport","21/1012","140/18614",2.21743198614371e-05,8.90935215876022e-05,3.99771424088994e-05,"EPO/MMP9/ADRA2A/ACE/VDAC1/MIR200C/MIR424/MIR34A/SUMO1/PTGS2/CAV1/SRI/PKD2/HTR1B/VIP/TLR9/GSTO1/YWHAQ/KCNRG/SEMG1/TWIST1",21
"BP","GO:1903018","regulation of glycoprotein metabolic process","13/1012","62/18614",2.31825593080015e-05,9.30805231556159e-05,4.17661493605695e-05,"MIR17/CTNNB1/IGF1/CCL19/IL15/CST3/CCR7/MIR20A/CCL21/IL33/MIR31/APCS/RAB1A",13
"BP","GO:0048588","developmental cell growth","29/1012","231/18614",2.33422722309075e-05,9.3657462911383e-05,4.20250279228562e-05,"APP/MAPT/VEGFA/MAP2/AGT/APOE/CTNNB1/BDNF/MIR195/KMT2D/G6PD/IGF1/WNT3/PLXNA4/CXCR4/NRP1/NRP2/EDN1/NGF/FN1/ITGB1/CXCL12/RGS2/HAMP/WASF1/SPP1/AURKA/BMPR2/PPARA",29
"BP","GO:0006631","fatty acid metabolic process","42/1012","394/18614",2.44313123716327e-05,9.79598437068344e-05,4.39555486463855e-05,"INS/IL1B/TH/LEP/TNFRSF1A/SNCA/ADIPOQ/GPX4/POR/ACACA/C3/PRKAB1/SIRT1/GGT1/GPX1/ABCD3/PTGIS/CD74/MAPK14/EDN1/GIP/MIR132/NR1H2/AKT1/ALOX5/ANXA1/MIF/AVP/ANGPTL3/PTGS2/CAV1/NAAA/HPGDS/GSTP1/GSTM1/SCD/TWIST1/PPARA/PLA2G10/ACSL1/TECR/HSD17B10",42
"BP","GO:0110053","regulation of actin filament organization","32/1012","268/18614",2.50582303161202e-05,0.000100404670615517,4.50525666085433e-05,"PYCARD/WASF3/CSF3/MIR21/PIK3R1/MTOR/CCL11/NRP1/CCR7/SVIL/APOA1/SERPINF2/TWF1/S100A10/MIR20A/RHOA/F11R/CD47/CX3CL1/CCL21/PXN/CCL26/CXCL12/PLEK/STMN1/TJP1/WASF1/F2RL1/ELN/SLC9A1/BRAF/SMAD3",32
"BP","GO:0007612","learning","22/1012","152/18614",2.52448944094685e-05,0.000100994748707663,4.53173404720268e-05,"APP/TH/AGT/KIT/KRAS/NF1/HIF1A/TLR2/FOS/RELN/CLDN5/B3GAT1/VDAC1/SLC7A11/ITGB1/ABCC8/PTGS2/ATXN1L/GRIN1/BRAF/CNTNAP2/NRGN",22
"BP","GO:0072006","nephron development","22/1012","152/18614",2.52448944094685e-05,0.000100994748707663,4.53173404720268e-05,"VEGFA/AGT/RET/CTNNB1/ADIPOQ/ANGPT2/STAT1/EGR1/SMAD4/ANGPT1/PECAM1/CD34/TEK/FGF2/NOTCH1/IL6R/YAP1/PDGFRA/PKD2/AGTR2/ENPEP/PDGFRB",22
"BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","10/1012","38/18614",2.52746009851711e-05,0.000100994748707663,4.53173404720268e-05,"VEGFA/NFE2L2/HIF1A/ATF3/EGR1/MUC1/TP53/HSPA5/DDIT3/VHL",10
"BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","10/1012","38/18614",2.52746009851711e-05,0.000100994748707663,4.53173404720268e-05,"AGT/ADAM17/MMP9/ADRA2A/EREG/MIR29A/PLAUR/NCF1/AREG/TGFA",10
"BP","GO:0007632","visual behavior","12/1012","54/18614",2.56931577130489e-05,0.000102387321056908,4.59422014285638e-05,"APP/KIT/KRAS/NF1/HIF1A/B3GAT1/SLC7A11/ITGB1/ABCC8/SLC1A2/GRIN1/BRAF",12
"BP","GO:0009409","response to cold","12/1012","54/18614",2.56931577130489e-05,0.000102387321056908,4.59422014285638e-05,"ADRB1/TRPA1/CXCL10/FOS/ADRB2/FOXO1/SOD2/CASP8/COX2/ADRB3/SLC9A1/PLIN1",12
"BP","GO:0030857","negative regulation of epithelial cell differentiation","12/1012","54/18614",2.56931577130489e-05,0.000102387321056908,4.59422014285638e-05,"VEGFA/IFNG/KRAS/CTNNB1/MMP9/STAT1/IL1A/IL13/NOTCH1/NOTCH4/YAP1/CAV1",12
"BP","GO:0038093","Fc receptor signaling pathway","12/1012","54/18614",2.56931577130489e-05,0.000102387321056908,4.59422014285638e-05,"KIT/FCGR1A/FCGR3A/PTPRC/CD47/BTK/PTK2/SRC/SYK/MAP2K7/CD200R1/FCGR2B",12
"BP","GO:0006957","complement activation, alternative pathway","7/1012","18/18614",2.57760615878772e-05,0.000102438379362835,4.59651117943326e-05,"CFP/CFB/C3/CR2/CFD/CFH/C5",7
"BP","GO:0010885","regulation of cholesterol storage","7/1012","18/18614",2.57760615878772e-05,0.000102438379362835,4.59651117943326e-05,"TREM2/PPARG/NR1H2/MIR146A/APOB/MSR1/PPARA",7
"BP","GO:0043117","positive regulation of vascular permeability","7/1012","18/18614",2.57760615878772e-05,0.000102438379362835,4.59651117943326e-05,"VEGFA/APOE/TGFB1/ANGPT1/CXCR2/TJP1/OCLN",7
"BP","GO:0046851","negative regulation of bone remodeling","7/1012","18/18614",2.57760615878772e-05,0.000102438379362835,4.59651117943326e-05,"IL6/CD38/IAPP/CALCA/TNFRSF11B/HAMP/P2RX7",7
